question_id,ticker,company,fiscal_year,filing_year,question_type,difficulty,requires_calculation,calculation,gold_evidence_text,gold_chunk_id,relevant_chunk_ids,source_section,source_type,expected_refusal,fact_id,notes,question,answer,normalized_answer,answer_aliases,reviewer_notes,fact_type,generation_mode,generation_model,source_chunk_id,negative_type,plausible_because,unsupported_because,validation_notes
AAPL_2025_EXPLANATION_225c2c7e,AAPL,Apple,2025,2025,explanation,medium,false,,"Due to economic and political conditions, tax laws and tax rates for income taxes and other non-income taxes in various jurisdictions may be subject to significant change.",AAPL_2025_10K_table_aware_256_000066_5481e8,"[""AAPL_2025_10K_table_aware_256_000066_5481e8""]",Item 1A,narrative,false,AAPL_2025_EXPL_0ba8db6b,Seeded from deterministic filing fact inventory.,"According to Apple's fiscal 2025 10-K, what drove or explained due to economic and political conditions tax laws?","Due to economic and political conditions, tax laws and tax rates for income taxes and other non-income taxes in various jurisdictions may be subject to significant change.","Due to economic and political conditions, tax laws and tax rates for income taxes and other non-income taxes in various jurisdictions may be subject to significant change.",[],,,,,AAPL_2025_10K_table_aware_256_000066_5481e8,,,,
AAPL_2025_EXPLANATION_2555fd22,AAPL,Apple,2025,2025,explanation,medium,false,,"The Company’s enterprise risk management program is designed to identify, assess, and monitor the Company’s business risks, including financial, operational, compliance and reputational risks, and reflects management’s assessment of cybersecurity risks.",AAPL_2025_10K_table_aware_256_000069_c9e23b,"[""AAPL_2025_10K_table_aware_256_000069_c9e23b""]",Item 1C,narrative,false,AAPL_2025_EXPL_06e3e878,Seeded from deterministic filing fact inventory.,"According to Apple's fiscal 2025 10-K, what drove or explained the company s enterprise risk management program is?","The Company’s enterprise risk management program is designed to identify, assess, and monitor the Company’s business risks, including financial, operational, compliance and reputational risks, and ref","The Company’s enterprise risk management program is designed to identify, assess, and monitor the Company’s business risks, including financial, operational, compliance and reputational risks, and ref",[],,,,,AAPL_2025_10K_table_aware_256_000069_c9e23b,,,,
AAPL_2025_EXPLANATION_273d9f15,AAPL,Apple,2025,2025,explanation,medium,false,,"Segment Operating Performance The following table shows net sales by reportable segment for 2025, 2024 and 2023 (dollars in millions): 178,353 7 % $ 167,045 3 % $ 162,560 111,032 10 % 101,328 7 % 94,294 Greater China 64,377 (4) % 66,952 (8) % 72,559 28,703 15 % 25,052 3 % 24,257 Rest of Asia Pacific 33,696 10 % 30,658 4 % 29,615 416,161 6 % $ 391,035 2 % $ Americas net sales increased during 2025 compared to 2024 primarily due to higher net sales of iPhone and Services.",AAPL_2025_10K_table_aware_256_000082_757749,"[""AAPL_2025_10K_table_aware_256_000082_757749""]",Item 7,narrative,false,AAPL_2025_EXPL_0dda524f,Seeded from deterministic filing fact inventory.,"According to Apple's fiscal 2025 10-K, what drove or explained segment operating performance the following table shows net?","Segment Operating Performance The following table shows net sales by reportable segment for 2025, 2024 and 2023 (dollars in millions): 178,353 7 % $ 167,045 3 % $ 162,560 111,032 10 % 101,328 7 % 94,2","Segment Operating Performance The following table shows net sales by reportable segment for 2025, 2024 and 2023 (dollars in millions): 178,353 7 % $ 167,045 3 % $ 162,560 111,032 10 % 101,328 7 % 94,2",[],,,,,AAPL_2025_10K_table_aware_256_000082_757749,,,,
AMZN_2025_EXPLANATION_1c04f720,AMZN,Amazon,2025,2025,explanation,medium,false,,"Local companies may have a substantial competitive advantage because of their greater understanding of, and focus on, the local customer, as well as their more established local brand names.",AMZN_2025_10K_table_aware_256_000234_6b737c,"[""AMZN_2025_10K_table_aware_256_000234_6b737c""]",Item 1A,narrative,false,AMZN_2025_EXPL_76de82a7,Seeded from deterministic filing fact inventory.,"According to Amazon's fiscal 2025 10-K, what drove or explained local companies may have a substantial competitive advantage?","Local companies may have a substantial competitive advantage because of their greater understanding of, and focus on, the local customer, as well as their more established local brand names.","Local companies may have a substantial competitive advantage because of their greater understanding of, and focus on, the local customer, as well as their more established local brand names.",[],,,,,AMZN_2025_10K_table_aware_256_000234_6b737c,,,,
AMZN_2025_EXPLANATION_36f13acd,AMZN,Amazon,2025,2025,explanation,medium,false,,"In addition, because China-based sellers account for significant portions of our third-party seller services and advertising revenues, and China-based suppliers provide significant portions of our components and finished goods, regulatory and trade restrictions, tariff policy changes and trade disputes, data protection and cybersecurity laws, economic factors, geopolitical events, security issues, or other factors negatively impacting China-based sellers and suppliers could adversely affect our operating results.",AMZN_2025_10K_table_aware_256_000236_3ffcb3,"[""AMZN_2025_10K_table_aware_256_000236_3ffcb3""]",Item 1A,narrative,false,AMZN_2025_EXPL_cde40588,Seeded from deterministic filing fact inventory.,"According to Amazon's fiscal 2025 10-K, what drove or explained in addition because china based sellers account for?","In addition, because China-based sellers account for significant portions of our third-party seller services and advertising revenues, and China-based suppliers provide significant portions of our com","In addition, because China-based sellers account for significant portions of our third-party seller services and advertising revenues, and China-based suppliers provide significant portions of our com",[],,,,,AMZN_2025_10K_table_aware_256_000236_3ffcb3,,,,
AMZN_2025_EXPLANATION_8a80f5c8,AMZN,Amazon,2025,2025,explanation,medium,false,,"We regularly experience increases in our net shipping cost due to complimentary upgrades, split-shipments, and additional long-zone shipments necessary to ensure timely delivery for the holiday season.",AMZN_2025_10K_table_aware_256_000237_379c7e,"[""AMZN_2025_10K_table_aware_256_000237_379c7e""]",Item 1A,narrative,false,AMZN_2025_EXPL_1027e7d9,Seeded from deterministic filing fact inventory.,"According to Amazon's fiscal 2025 10-K, what drove or explained we regularly experience increases in our net shipping?","We regularly experience increases in our net shipping cost due to complimentary upgrades, split-shipments, and additional long-zone shipments necessary to ensure timely delivery for the holiday season","We regularly experience increases in our net shipping cost due to complimentary upgrades, split-shipments, and additional long-zone shipments necessary to ensure timely delivery for the holiday season",[],,,,,AMZN_2025_10K_table_aware_256_000237_379c7e,,,,
AMZN_2025_EXPLANATION_011f508f,AMZN,Amazon,2025,2025,explanation,medium,false,,"If too many customers access our websites within a short period of time due to increased demand, we may experience system interruptions that make our websites unavailable or prevent us from efficiently fulfilling orders, which may reduce the volume of goods we offer or sell and the attractiveness of our products and services.",AMZN_2025_10K_table_aware_256_000238_9950e3,"[""AMZN_2025_10K_table_aware_256_000238_9950e3""]",Item 1A,narrative,false,AMZN_2025_EXPL_77a11639,Seeded from deterministic filing fact inventory.,"According to Amazon's fiscal 2025 10-K, what drove or explained if too many customers access our websites within?","If too many customers access our websites within a short period of time due to increased demand, we may experience system interruptions that make our websites unavailable or prevent us from efficientl","If too many customers access our websites within a short period of time due to increased demand, we may experience system interruptions that make our websites unavailable or prevent us from efficientl",[],,,,,AMZN_2025_10K_table_aware_256_000238_9950e3,,,,
AMZN_2025_EXPLANATION_4a7e7840,AMZN,Amazon,2025,2025,explanation,medium,false,,increase in accounts payable as of December 31 due to inventory purchases and third-party seller sales.,AMZN_2025_10K_table_aware_256_000239_fc735a,"[""AMZN_2025_10K_table_aware_256_000239_fc735a""]",Item 1A,narrative,false,AMZN_2025_EXPL_4c040f48,Seeded from deterministic filing fact inventory.,"According to Amazon's fiscal 2025 10-K, what drove or explained increase in accounts payable as of december due?",increase in accounts payable as of December 31 due to inventory purchases and third-party seller sales.,increase in accounts payable as of December 31 due to inventory purchases and third-party seller sales.,[],,,,,AMZN_2025_10K_table_aware_256_000239_fc735a,,,,
AMZN_2025_EXPLANATION_7ce6faaa,AMZN,Amazon,2025,2025,explanation,medium,false,,"Due to these fluctuations, operating results may differ materially from expectations, and we may record significant gains or losses on the remeasurement of intercompany balances.",AMZN_2025_10K_table_aware_256_000242_d855fe,"[""AMZN_2025_10K_table_aware_256_000242_d855fe""]",Item 1A,narrative,false,AMZN_2025_EXPL_1a70156e,Seeded from deterministic filing fact inventory.,"According to Amazon's fiscal 2025 10-K, what drove or explained due to these fluctuations operating results may differ?","Due to these fluctuations, operating results may differ materially from expectations, and we may record significant gains or losses on the remeasurement of intercompany balances.","Due to these fluctuations, operating results may differ materially from expectations, and we may record significant gains or losses on the remeasurement of intercompany balances.",[],,,,,AMZN_2025_10K_table_aware_256_000242_d855fe,,,,
AMZN_2025_EXPLANATION_9f5765f9,AMZN,Amazon,2025,2025,explanation,medium,false,,"Our sales and operating results will also fluctuate for many other reasons, including due to factors described elsewhere in this section and the following: our ability to retain and increase sales to existing customers, attract new customers, and satisfy our customers’ demands; our ability to retain and expand our network of sellers; our ability to offer products on favorable terms, manage inventory, and fulfill orders; the introduction of competitive stores, websites, products, services, price decreases, or improvements; changes in usage or adoption rates of the internet, e-commerce, electronic devices, web services, satellite communications services, and artificial intelligence and machine learning technologies, products, and services, including outside the U.S.; timing, effectiveness, and costs of expansion and upgrades of our systems and infrastructure; the success of our geographic, service, and product line expansions; the extent to",AMZN_2025_10K_table_aware_256_000244_4dd85a,"[""AMZN_2025_10K_table_aware_256_000244_4dd85a""]",Item 1A,narrative,false,AMZN_2025_EXPL_50a4f5ef,Seeded from deterministic filing fact inventory.,"According to Amazon's fiscal 2025 10-K, what drove or explained our sales and operating results will also fluctuate?","Our sales and operating results will also fluctuate for many other reasons, including due to factors described elsewhere in this section and the following: our ability to retain and increase sales to ","Our sales and operating results will also fluctuate for many other reasons, including due to factors described elsewhere in this section and the following: our ability to retain and increase sales to ",[],,,,,AMZN_2025_10K_table_aware_256_000244_4dd85a,,,,
